as_of,team,player,club,position,talent,talent_se,exp_minutes,available,age,is_starter
2026-06-01,Scotland,Ben Gannon-Doak,Bournemouth,FWD,66.0,3.0,,True,20.6,False
2026-06-01,Scotland,George Hirst,Ipswich Town,FWD,71.0,4.0,,True,27.3,False
2026-06-01,Scotland,Lewis Ferguson,Bologna,MID,79.0,3.0,,True,26.8,True
2026-06-01,Scotland,Lawrence Shankland,Heart of Midlothian,FWD,75.0,3.0,,True,30.8,True
2026-06-01,Scotland,Craig Gordon,Heart of Midlothian,GK,71.0,3.0,,True,43.4,False
2026-06-01,Scotland,Nathan Patterson,Everton,DEF,71.0,3.0,,True,24.6,False
2026-06-01,Scotland,Kenny McLean,Norwich City,MID,72.0,3.0,,True,34.4,False
2026-06-01,Scotland,Anthony Ralston,Celtic,DEF,71.0,3.0,,True,27.5,False
2026-06-01,Scotland,Findlay Curtis,Kilmarnock,FWD,68.0,8.0,,True,20.0,False
2026-06-01,Scotland,Scott McKenna,Dinamo Zagreb,DEF,71.0,3.0,,True,29.5,False
2026-06-01,Senegal,Yehvann Diouf,Nice,GK,77.0,4.0,,True,26.5,False
2026-06-01,Senegal,Mamadou Sarr,Chelsea,DEF,65.0,5.0,,True,20.8,False
2026-06-01,Senegal,Kalidou Koulibaly,Al-Hilal,DEF,84.0,3.0,,True,34.9,True
2026-06-01,Senegal,Abdoulaye Seck,Maccabi Haifa,DEF,70.0,8.0,,True,34.0,False
2026-06-01,Senegal,Idrissa Gueye,Everton,MID,76.0,3.0,,True,36.7,True
2026-06-01,Senegal,Pathé Ciss,Rayo Vallecano,MID,74.0,3.0,,True,32.2,False
2026-06-01,Senegal,Assane Diao,Como,FWD,71.0,4.0,,True,20.7,False
2026-06-01,Senegal,Lamine Camara,Monaco,MID,73.0,3.0,,True,22.4,False
2026-06-01,Senegal,Bamba Dieng,Lorient,FWD,72.0,3.0,,True,26.2,False
2026-06-01,Senegal,Sadio Mané,Al-Nassr,FWD,84.0,3.0,,True,34.1,True
2026-06-01,Senegal,Nicolas Jackson,Bayern Munich,FWD,79.0,3.0,,True,24.9,True
2026-06-01,Senegal,Cherif Ndiaye,Samsunspor,FWD,70.0,8.0,,True,30.4,False
2026-06-01,Senegal,Iliman Ndiaye,Everton,FWD,75.0,3.0,,True,26.2,True
2026-06-01,Senegal,Ismail Jakobs,Galatasaray,DEF,74.0,3.0,,True,26.8,False
2026-06-01,Senegal,Krépin Diatta,Monaco,DEF,75.0,3.0,,True,27.3,True
2026-06-01,Senegal,Édouard Mendy,Al-Ahli,GK,80.0,3.0,,True,34.3,True
2026-06-01,Senegal,Pape Matar Sarr,Tottenham Hotspur,MID,79.0,3.0,,True,23.7,True
2026-06-01,Senegal,Ismaïla Sarr,Crystal Palace,FWD,76.0,3.0,,True,28.3,True
2026-06-01,Senegal,Moussa Niakhaté,Lyon,DEF,76.0,3.0,,True,30.2,True
2026-06-01,Senegal,Ibrahim Mbaye,Paris Saint-Germain,FWD,70.0,8.0,,True,18.4,False
2026-06-01,Senegal,Habib Diarra,Sunderland,MID,73.0,3.0,,True,22.4,False
2026-06-01,Senegal,Bara Sapoko Ndiaye,Bayern Munich,MID,70.0,8.0,,True,18.4,False
2026-06-01,Senegal,Mory Diaw,Le Havre,GK,75.0,3.0,,True,32.9,False
2026-06-01,Senegal,Antoine Mendy,Nice,DEF,69.0,4.0,,True,22.0,False
2026-06-01,Senegal,El Hadji Malick Diouf,West Ham United,DEF,71.0,3.0,,True,21.4,False
2026-06-01,Senegal,Pape Gueye,Villarreal,MID,75.0,3.0,,True,27.4,True
2026-06-01,South Africa,Ronwen Williams,Mamelodi Sundowns,GK,62.0,8.0,,True,34.4,True
2026-06-01,South Africa,Thabang Matuludi,Polokwane City,DEF,62.0,8.0,,True,27.4,False
2026-06-01,South Africa,Khulumani Ndamane,Mamelodi Sundowns,DEF,62.0,8.0,,True,22.3,False
2026-06-01,South Africa,Teboho Mokoena,Mamelodi Sundowns,MID,62.0,8.0,,True,29.3,True
2026-06-01,South Africa,Thalente Mbatha,Orlando Pirates,MID,62.0,8.0,,True,26.2,True
2026-06-01,South Africa,Aubrey Modiba,Mamelodi Sundowns,DEF,62.0,8.0,,True,30.9,True
2026-06-01,South Africa,Oswin Appollis,Orlando Pirates,FWD,62.0,8.0,,True,24.8,True
2026-06-01,South Africa,Tshepang Moremi,Orlando Pirates,FWD,62.0,8.0,,True,25.7,False
2026-06-01,South Africa,Lyle Foster,Burnley,FWD,72.0,3.0,,True,25.7,True
2026-06-01,South Africa,Relebohile Mofokeng,Orlando Pirates,FWD,62.0,8.0,,True,21.6,False
2026-06-01,South Africa,Themba Zwane,Mamelodi Sundowns,MID,62.0,8.0,,True,36.8,True
2026-06-01,South Africa,Thapelo Maseko,AEL Limassol,FWD,62.0,8.0,,True,22.6,False
2026-06-01,South Africa,Sphephelo Sithole,Tondela,MID,66.0,3.0,,True,27.2,True
2026-06-01,South Africa,Mbekezeli Mbokazi,Chicago Fire FC,DEF,62.0,8.0,,True,20.7,False
2026-06-01,South Africa,Iqraam Rayners,Mamelodi Sundowns,FWD,62.0,8.0,,True,30.5,False
2026-06-01,South Africa,Sipho Chaine,Orlando Pirates,GK,62.0,8.0,,True,29.5,False
2026-06-01,South Africa,Evidence Makgopa,Orlando Pirates,FWD,62.0,8.0,,True,26.0,True
2026-06-01,South Africa,Samukele Kabini,Molde,DEF,62.0,8.0,,True,22.2,False
2026-06-01,South Africa,Nkosinathi Sibisi,Orlando Pirates,DEF,62.0,8.0,,True,30.7,True
2026-06-01,South Africa,Khuliso Mudau,Mamelodi Sundowns,DEF,62.0,8.0,,True,31.1,True
2026-06-01,South Africa,Ime Okon,Hannover 96,DEF,62.0,8.0,,True,22.3,False
2026-06-01,South Africa,Ricardo Goss,Siwelele,GK,62.0,8.0,,True,32.2,False
2026-06-01,South Africa,Jayden Adams,Mamelodi Sundowns,MID,62.0,8.0,,True,25.1,False
2026-06-01,South Africa,Olwethu Makhanya,Philadelphia Union,DEF,50.0,3.0,,True,22.1,False
2026-06-01,South Africa,Kamogelo Sebelebele,Orlando Pirates,FWD,62.0,8.0,,True,23.9,False
2026-06-01,South Africa,Bradley Cross,Kaizer Chiefs,DEF,62.0,8.0,,True,25.3,False
2026-06-01,South Korea,Kim Seung-gyu,FC Tokyo,GK,73.0,3.0,,True,35.7,False
2026-06-01,South Korea,Lee Han-beom,Midtjylland,DEF,69.0,3.0,,True,24.0,False
2026-06-01,South Korea,Lee Gi-hyuk,Gangwon FC,MID,66.0,3.0,,True,25.9,False
2026-06-01,South Korea,Kim Min-jae,Bayern Munich,DEF,83.0,3.0,,True,29.5,True
2026-06-01,South Korea,Kim Tae-hyeon,Kashima Antlers,DEF,50.0,5.0,,True,25.7,False
2026-06-01,South Korea,Hwang In-beom,Feyenoord,MID,67.0,8.0,,True,29.7,False
2026-06-01,South Korea,Son Heung-min,Los Angeles FC,FWD,87.0,4.0,,True,33.9,True
2026-06-01,South Korea,Paik Seung-ho,Birmingham City,MID,72.0,3.0,,True,29.2,True
2026-06-01,South Korea,Cho Gue-sung,Midtjylland,FWD,72.0,3.0,,True,28.3,True
2026-06-01,South Korea,Lee Jae-sung,Mainz 05,MID,76.0,3.0,,True,33.8,True
2026-06-01,South Korea,Hwang Hee-chan,Wolverhampton Wanderers,MID,78.0,3.0,,True,30.3,True
2026-06-01,South Korea,Song Bum-keun,Jeonbuk Hyundai Motors,GK,67.0,8.0,,True,28.6,False
2026-06-01,South Korea,Lee Tae-seok,Austria Wien,DEF,68.0,3.0,,True,23.8,False
2026-06-01,South Korea,Cho Wi-je,Jeonbuk Hyundai Motors,DEF,67.0,8.0,,True,24.8,False
2026-06-01,South Korea,Kim Moon-hwan,Daejeon Hana Citizen,DEF,68.0,3.0,,True,30.8,False
2026-06-01,South Korea,Park Jin-seob,Zhejiang,DEF,72.0,3.0,,True,30.6,True
2026-06-01,South Korea,Bae Jun-ho,Stoke City,MID,71.0,3.0,,True,22.8,False
2026-06-01,South Korea,Oh Hyeon-gyu,Beşiktaş,FWD,69.0,3.0,,True,25.1,False
2026-06-01,South Korea,Lee Kang-in,Paris Saint-Germain,MID,79.0,3.0,,True,25.3,True
2026-06-01,South Korea,Yang Hyun-jun,Celtic,MID,69.0,3.0,,True,24.0,False
2026-06-01,South Korea,Jo Hyeon-woo,Ulsan HD,GK,75.0,3.0,,True,34.7,True
2026-06-01,South Korea,Seol Young-woo,Red Star Belgrade,DEF,67.0,8.0,,True,27.5,False
2026-06-01,South Korea,Jens Castrop,Borussia Mönchengladbach,DEF,70.0,4.0,,True,22.8,False
2026-06-01,South Korea,Kim Jin-gyu,Jeonbuk Hyundai Motors,MID,68.0,3.0,,True,29.3,False
2026-06-01,South Korea,Eom Ji-sung,Swansea City,MID,72.0,3.0,,True,24.1,True
2026-06-01,South Korea,Lee Dong-gyeong,Ulsan HD,MID,74.0,3.0,,True,28.7,True
2026-06-01,Spain,David Raya,Arsenal,GK,83.0,3.0,,True,30.7,False
2026-06-01,Spain,Marc Pubill,Atlético Madrid,DEF,70.0,4.0,,True,22.9,False
2026-06-01,Spain,Álex Grimaldo,Bayer Leverkusen,DEF,86.0,3.0,,True,30.7,True
2026-06-01,Spain,Eric García,Barcelona,DEF,78.0,3.0,,True,25.4,False
2026-06-01,Spain,Marcos Llorente,Atlético Madrid,DEF,83.0,3.0,,True,31.3,True
2026-06-01,Spain,Mikel Merino,Arsenal,MID,85.0,3.0,,True,29.9,True
2026-06-01,Spain,Ferran Torres,Barcelona,FWD,80.0,3.0,,True,26.3,False
2026-06-01,Spain,Fabián Ruiz,Paris Saint-Germain,MID,82.0,3.0,,True,30.2,False
2026-06-01,Spain,Gavi,Barcelona,MID,83.0,3.0,,True,21.8,True
2026-06-01,Spain,Dani Olmo,Barcelona,FWD,84.0,3.0,,True,28.1,True
2026-06-01,Spain,Yéremy Pino,Crystal Palace,FWD,79.0,3.0,,True,23.6,False
2026-06-01,Spain,Pedro Porro,Tottenham Hotspur,DEF,83.0,3.0,,True,26.7,True
2026-06-01,Spain,Joan Garcia,Barcelona,GK,76.0,3.0,,True,25.1,False
2026-06-01,Spain,Aymeric Laporte,Athletic Bilbao,DEF,83.0,3.0,,True,32.0,True
2026-06-01,Spain,Álex Baena,Atlético Madrid,MID,79.0,3.0,,True,24.9,False
2026-06-01,Spain,Rodri,Manchester City,MID,91.0,3.0,,True,29.9,True
2026-06-01,Spain,Nico Williams,Athletic Bilbao,FWD,85.0,3.0,,True,23.9,True
2026-06-01,Spain,Martín Zubimendi,Arsenal,MID,81.0,4.0,,True,27.3,False
2026-06-01,Spain,Lamine Yamal,Barcelona,FWD,81.0,3.0,,True,18.9,False
2026-06-01,Spain,Pedri,Barcelona,MID,86.0,3.0,,True,23.5,True
2026-06-01,Spain,Mikel Oyarzabal,Real Sociedad,FWD,82.0,4.0,,True,29.1,False
2026-06-01,Spain,Pau Cubarsí,Barcelona,DEF,72.0,3.0,,True,19.4,False
2026-06-01,Spain,Unai Simón,Athletic Bilbao,GK,86.0,3.0,,True,29.0,True
2026-06-01,Spain,Marc Cucurella,Chelsea,DEF,82.0,3.0,,True,27.9,False
2026-06-01,Spain,Víctor Muñoz,Osasuna,FWD,76.0,8.0,,True,22.9,False
2026-06-01,Spain,Borja Iglesias,Celta Vigo,FWD,78.0,3.0,,True,33.4,False
2026-06-01,Sweden,Jacob Widell Zetterström,Derby County,GK,71.0,3.0,,True,27.9,False
2026-06-01,Sweden,Gustaf Lagerbielke,Braga,DEF,67.0,3.0,,True,26.1,False
2026-06-01,Sweden,Victor Lindelöf,Aston Villa,DEF,78.0,3.0,,True,31.9,True
2026-06-01,Sweden,Isak Hien,Atalanta,DEF,78.0,3.0,,True,27.4,True
2026-06-01,Sweden,Gabriel Gudmundsson,Leeds United,DEF,74.0,3.0,,True,27.1,True
2026-06-01,Sweden,Herman Johansson,FC Dallas,DEF,63.0,3.0,,True,28.6,False
2026-06-01,Sweden,Lucas Bergvall,Tottenham Hotspur,MID,68.0,3.0,,True,20.3,False
2026-06-01,Sweden,Daniel Svensson,Borussia Dortmund,DEF,70.0,3.0,,True,24.3,False
2026-06-01,Sweden,Alexander Isak,Liverpool,FWD,85.0,3.0,,True,26.7,True
2026-06-01,Sweden,Benjamin Nygren,Celtic,MID,68.0,3.0,,True,24.9,False
2026-06-01,Sweden,Anthony Elanga,Newcastle United,FWD,76.0,3.0,,True,24.1,True
2026-06-01,Sweden,Viktor Johansson,Stoke City,GK,74.0,3.0,,True,27.7,True
2026-06-01,Sweden,Ken Sema,Pafos,MID,70.0,3.0,,True,32.7,False
2026-06-01,Sweden,Hjalmar Ekdal,Burnley,DEF,72.0,3.0,,True,27.6,False
2026-06-01,Sweden,Carl Starfelt,Celta Vigo,DEF,74.0,3.0,,True,31.0,True
2026-06-01,Sweden,Jesper Karlström,Udinese,MID,70.0,3.0,,True,30.9,False
2026-06-01,Sweden,Viktor Gyökeres,Arsenal,FWD,84.0,3.0,,True,28.0,True
2026-06-01,Sweden,Yasin Ayari,Brighton & Hove Albion,MID,66.0,3.0,,True,22.7,False
2026-06-01,Sweden,Mattias Svanberg,VfL Wolfsburg,MID,77.0,3.0,,True,27.4,True
2026-06-01,Sweden,Eric Smith,FC St. Pauli,DEF,73.0,3.0,,True,29.4,True
2026-06-01,Sweden,Alexander Bernhardsson,Holstein Kiel,DEF,68.0,3.0,,True,27.7,False
2026-06-01,Sweden,Besfort Zeneli,Union Saint-Gilloise,MID,58.0,3.0,,True,23.5,False
2026-06-01,Sweden,Kristoffer Nordfeldt,AIK,GK,68.0,3.0,,True,36.9,False
2026-06-01,Sweden,Elliot Stroud,Mjällby AIF,DEF,65.0,3.0,,True,23.9,False
2026-06-01,Sweden,Gustaf Nilsson,Club Brugge,FWD,73.0,3.0,,True,29.0,True
2026-06-01,Sweden,Taha Ali,Malmö FF,FWD,68.0,4.0,,True,27.9,False
2026-06-01,Switzerland,Gregor Kobel,Borussia Dortmund,GK,88.0,3.0,,True,28.5,True
2026-06-01,Switzerland,Miro Muheim,Hamburger SV,DEF,72.0,3.0,,True,28.2,False
2026-06-01,Switzerland,Silvan Widmer,Mainz 05,DEF,74.0,3.0,,True,33.2,False
2026-06-01,Switzerland,Nico Elvedi,Borussia Mönchengladbach,DEF,76.0,3.0,,True,29.7,True
2026-06-01,Switzerland,Manuel Akanji,Inter Milan,DEF,84.0,3.0,,True,30.9,True
2026-06-01,Switzerland,Denis Zakaria,Monaco,MID,79.0,3.0,,True,29.5,True
2026-06-01,Switzerland,Breel Embolo,Rennes,FWD,77.0,3.0,,True,29.3,True
2026-06-01,Switzerland,Remo Freuler,Bologna,MID,81.0,3.0,,True,34.1,True
2026-06-01,Switzerland,Johan Manzambi,SC Freiburg,MID,58.0,3.0,,True,20.6,False
2026-06-01,Switzerland,Granit Xhaka,Sunderland,MID,86.0,3.0,,True,33.7,True
2026-06-01,Switzerland,Dan Ndoye,Nottingham Forest,FWD,75.0,3.0,,True,25.6,False
2026-06-01,Switzerland,Yvon Mvogo,Lorient,GK,77.0,3.0,,True,32.0,False
2026-06-01,Switzerland,Ricardo Rodriguez,Real Betis,DEF,77.0,3.0,,True,33.8,True
2026-06-01,Switzerland,Ardon Jashari,Milan,MID,73.0,3.0,,True,23.8,False
2026-06-01,Switzerland,Djibril Sow,Sevilla,MID,78.0,3.0,,True,29.3,True
2026-06-01,Switzerland,Christian Fassnacht,Young Boys,FWD,71.0,3.0,,True,32.6,False
2026-06-01,Switzerland,Rubén Vargas,Sevilla,FWD,75.0,3.0,,True,27.8,False
2026-06-01,Switzerland,Eray Cömert,Valencia,DEF,73.0,3.0,,True,28.3,False
2026-06-01,Switzerland,Noah Okafor,Leeds United,FWD,78.0,3.0,,True,26.0,True
2026-06-01,Switzerland,Michel Aebischer,Pisa,MID,76.0,3.0,,True,29.4,True
2026-06-01,Switzerland,Marvin Keller,Young Boys,GK,70.0,3.0,,True,23.9,False
2026-06-01,Switzerland,Fabian Rieder,FC Augsburg,MID,74.0,3.0,,True,24.3,False
2026-06-01,Switzerland,Zeki Amdouni,Burnley,FWD,73.0,3.0,,True,25.5,False
2026-06-01,Switzerland,Aurèle Amenda,Eintracht Frankfurt,DEF,70.0,3.0,,True,22.8,False
2026-06-01,Switzerland,Luca Jaquez,VfB Stuttgart,DEF,65.0,3.0,,True,23.0,False
2026-06-01,Switzerland,Cedric Itten,Fortuna Düsseldorf,FWD,73.0,3.0,,True,29.4,False
2026-06-01,Tunisia,Mouhib Chamakh,Club Africain,GK,64.5,8.0,,True,24.8,False
2026-06-01,Tunisia,Ali Abdi,Nice,DEF,71.0,3.0,,True,32.4,True
2026-06-01,Tunisia,Montassar Talbi,Lorient,DEF,73.0,3.0,,True,28.0,True
2026-06-01,Tunisia,Omar Rekik,Maribor,DEF,64.0,3.0,,True,24.4,False
2026-06-01,Tunisia,Adem Arous,Kasımpaşa,DEF,64.5,8.0,,True,21.9,False
2026-06-01,Tunisia,Dylan Bronn,Servette,DEF,70.0,3.0,,True,31.0,True
2026-06-01,Tunisia,Elias Achouri,Copenhagen,FWD,73.0,3.0,,True,27.3,True
2026-06-01,Tunisia,Elias Saad,Hannover 96,FWD,71.0,3.0,,True,26.4,True
2026-06-01,Tunisia,Hazem Mastouri,Dynamo Makhachkala,FWD,64.5,8.0,,True,29.0,False
2026-06-01,Tunisia,Hannibal Mejbri,Burnley,MID,69.0,3.0,,True,23.4,True
2026-06-01,Tunisia,Ismaël Gharbi,FC Augsburg,MID,68.0,4.0,,True,22.1,False
2026-06-01,Tunisia,Mortadha Ben Ouanes,Kasımpaşa,DEF,69.0,3.0,,True,31.9,True
2026-06-01,Tunisia,Rani Khedira,Union Berlin,MID,75.0,4.0,,True,32.3,True
2026-06-01,Tunisia,Khalil Ayari,Paris Saint-Germain,MID,64.5,8.0,,True,21.3,False
2026-06-01,Tunisia,Hadj Mahmoud,Lugano,MID,65.0,3.0,,True,26.1,False
2026-06-01,Tunisia,Aymen Dahmen,CS Sfaxien,GK,64.5,8.0,,True,29.3,True
2026-06-01,Tunisia,Ellyes Skhiri,Eintracht Frankfurt,MID,81.0,3.0,,True,31.1,True
2026-06-01,Tunisia,Rayan Elloumi,Vancouver Whitecaps FC,FWD,64.5,8.0,,True,18.7,False
2026-06-01,Tunisia,Firas Chaouat,Club Africain,FWD,64.5,8.0,,True,30.1,False
2026-06-01,Tunisia,Yan Valery,Young Boys,DEF,71.0,3.0,,True,27.3,True
2026-06-01,Tunisia,Mohamed Amine Ben Hamida,Espérance de Tunis,DEF,64.5,8.0,,True,30.5,False
2026-06-01,Tunisia,Sabri Ben Hessen,Étoile du Sahel,GK,64.5,8.0,,True,30.0,False
2026-06-01,Tunisia,Moutaz Neffati,IFK Norrköping,DEF,58.0,4.0,,True,21.7,False
2026-06-01,Tunisia,Raed Chikhaoui,US Monastir,DEF,64.5,8.0,,True,22.0,False
2026-06-01,Tunisia,Anis Ben Slimane,Norwich City,MID,67.0,3.0,,True,25.2,False
2026-06-01,Tunisia,Sebastian Tounekti,Celtic,MID,62.0,3.0,,True,23.9,False
2026-06-01,Turkey,Mert Günok,Fenerbahçe,GK,77.0,3.0,,True,37.3,False
2026-06-01,Turkey,Zeki Çelik,Roma,DEF,75.0,3.0,,True,29.3,False
2026-06-01,Turkey,Merih Demiral,Al-Ahli,DEF,76.0,3.0,,True,28.2,False
2026-06-01,Turkey,Çağlar Söyüncü,Fenerbahçe,DEF,78.0,3.0,,True,30.0,True
2026-06-01,Turkey,Salih Özcan,Borussia Dortmund,MID,76.0,3.0,,True,28.4,False
2026-06-01,Turkey,Orkun Kökçü,Beşiktaş,MID,81.0,3.0,,True,25.4,True
2026-06-01,Turkey,Kerem Aktürkoğlu,Fenerbahçe,FWD,77.0,3.0,,True,27.6,True
2026-06-01,Turkey,Arda Güler,Real Madrid,FWD,78.0,3.0,,True,21.3,True
2026-06-01,Turkey,Deniz Gül,Porto,FWD,62.0,4.0,,True,21.9,False
2026-06-01,Turkey,Hakan Çalhanoğlu,Inter Milan,MID,86.0,3.0,,True,32.3,True
2026-06-01,Turkey,Kenan Yıldız,Juventus,FWD,70.0,3.0,,True,21.1,False
2026-06-01,Turkey,Altay Bayındır,Manchester United,GK,76.0,3.0,,True,28.1,False
2026-06-01,Turkey,Eren Elmalı,Galatasaray,DEF,71.0,3.0,,True,25.9,False
2026-06-01,Turkey,Abdülkerim Bardakcı,Galatasaray,DEF,79.0,3.0,,True,31.7,True
2026-06-01,Turkey,Ozan Kabak,TSG Hoffenheim,DEF,76.0,3.0,,True,26.2,False
2026-06-01,Turkey,İsmail Yüksek,Fenerbahçe,MID,77.0,3.0,,True,27.3,True
2026-06-01,Turkey,İrfan Can Kahveci,Kasımpaşa,FWD,79.0,3.0,,True,30.9,True
2026-06-01,Turkey,Mert Müldür,Fenerbahçe,DEF,74.0,3.0,,True,27.2,False
2026-06-01,Turkey,Yunus Akgün,Galatasaray,FWD,72.0,3.0,,True,25.9,False
2026-06-01,Turkey,Ferdi Kadıoğlu,Brighton & Hove Albion,DEF,81.0,3.0,,True,26.7,True
2026-06-01,Turkey,Barış Alper Yılmaz,Galatasaray,FWD,80.0,3.0,,True,26.0,True
2026-06-01,Turkey,Kaan Ayhan,Galatasaray,MID,75.0,3.0,,True,31.6,False
2026-06-01,Turkey,Uğurcan Çakır,Galatasaray,GK,77.0,3.0,,True,30.2,True
2026-06-01,Turkey,Oğuz Aydın,Fenerbahçe,FWD,73.0,3.0,,True,25.6,False
2026-06-01,Turkey,Samet Akaydin,Çaykur Rizespor,DEF,69.0,3.0,,True,32.2,False
2026-06-01,Turkey,Can Uzun,Eintracht Frankfurt,FWD,72.0,3.0,,True,20.6,False
2026-06-01,United States,Matt Turner,New England Revolution,GK,74.0,3.0,,True,31.9,True
2026-06-01,United States,Sergiño Dest,PSV Eindhoven,DEF,79.0,3.0,,True,25.6,True
2026-06-01,United States,Chris Richards,Crystal Palace,DEF,76.0,3.0,,True,26.2,True
2026-06-01,United States,Tyler Adams,Bournemouth,MID,77.0,3.0,,True,27.3,True
2026-06-01,United States,Antonee Robinson,Fulham,DEF,79.0,3.0,,True,28.8,True
2026-06-01,United States,Auston Trusty,Celtic,DEF,72.0,3.0,,True,27.8,False
2026-06-01,United States,Giovanni Reyna,Borussia Mönchengladbach,MID,75.0,3.0,,True,23.5,True
2026-06-01,United States,Weston McKennie,Juventus,MID,78.0,3.0,,True,27.8,True
2026-06-01,United States,Ricardo Pepi,PSV Eindhoven,FWD,73.0,3.0,,True,23.4,False
2026-06-01,United States,Christian Pulisic,Milan,FWD,83.0,3.0,,True,27.7,True
2026-06-01,United States,Brenden Aaronson,Leeds United,FWD,73.0,3.0,,True,25.6,False
2026-06-01,United States,Miles Robinson,FC Cincinnati,DEF,72.0,3.0,,True,29.2,False
2026-06-01,United States,Tim Ream,Charlotte FC,DEF,73.0,3.0,,True,38.7,False
2026-06-01,United States,Sebastian Berhalter,Vancouver Whitecaps FC,MID,63.0,3.0,,True,25.1,False
2026-06-01,United States,Cristian Roldan,Seattle Sounders FC,MID,73.0,3.0,,True,31.0,False
2026-06-01,United States,Alex Freeman,Villarreal,DEF,52.0,3.0,,True,21.8,False
2026-06-01,United States,Malik Tillman,Bayer Leverkusen,MID,77.0,3.0,,True,24.0,True
2026-06-01,United States,Max Arfsten,Columbus Crew,DEF,63.0,3.0,,True,25.1,False
2026-06-01,United States,Haji Wright,Coventry City,FWD,73.0,3.0,,True,28.2,False
2026-06-01,United States,Folarin Balogun,Monaco,FWD,77.0,3.0,,True,24.9,True
2026-06-01,United States,Timothy Weah,Marseille,FWD,74.0,3.0,,True,26.3,True
2026-06-01,United States,Mark McKenzie,Toulouse,DEF,74.0,3.0,,True,27.3,False
2026-06-01,United States,Joe Scally,Borussia Mönchengladbach,DEF,74.0,3.0,,True,23.4,False
2026-06-01,United States,Matt Freese,New York City FC,GK,67.0,3.0,,True,27.7,False
2026-06-01,United States,Chris Brady,Chicago Fire FC,GK,68.0,3.0,,True,22.2,False
2026-06-01,United States,Alejandro Zendejas,América,FWD,69.0,8.0,,True,28.3,False
2026-06-01,Uruguay,Sergio Rochet,Internacional,GK,76.0,8.0,,True,33.2,False
2026-06-01,Uruguay,José María Giménez,Atlético Madrid,DEF,83.0,3.0,,True,31.4,True
2026-06-01,Uruguay,Sebastián Cáceres,América,DEF,76.0,8.0,,True,26.8,False
2026-06-01,Uruguay,Ronald Araújo,Barcelona,DEF,85.0,3.0,,True,27.2,True
2026-06-01,Uruguay,Manuel Ugarte,Manchester United,MID,81.0,3.0,,True,25.1,True
2026-06-01,Uruguay,Rodrigo Bentancur,Tottenham Hotspur,MID,81.0,3.0,,True,28.9,True
2026-06-01,Uruguay,Nicolás de la Cruz,Flamengo,MID,76.0,8.0,,True,29.0,False
2026-06-01,Uruguay,Federico Valverde,Real Madrid,MID,88.0,3.0,,True,27.9,True
2026-06-01,Uruguay,Darwin Núñez,Al-Hilal,FWD,82.0,3.0,,True,26.9,True
2026-06-01,Uruguay,Giorgian de Arrascaeta,Flamengo,MID,76.0,8.0,,True,32.0,True
2026-06-01,Uruguay,Facundo Pellistri,Panathinaikos,FWD,72.0,3.0,,True,24.4,False
2026-06-01,Uruguay,Santiago Mele,Monterrey,GK,73.0,3.0,,True,28.7,False
2026-06-01,Uruguay,Guillermo Varela,Flamengo,DEF,76.0,8.0,,True,33.2,False
2026-06-01,Uruguay,Agustín Canobbio,Fluminense,MID,76.0,8.0,,True,27.7,False
2026-06-01,Uruguay,Emiliano Martínez,Palmeiras,MID,73.0,3.0,,True,26.8,False
2026-06-01,Uruguay,Mathías Olivera,Napoli,DEF,77.0,3.0,,True,28.6,True
2026-06-01,Uruguay,Matías Viña,River Plate,DEF,76.0,8.0,,True,28.6,True
2026-06-01,Uruguay,Brian Rodríguez,América,FWD,76.0,8.0,,True,26.0,False
2026-06-01,Uruguay,Rodrigo Aguirre,UANL,FWD,76.0,8.0,,True,31.7,False
2026-06-01,Uruguay,Maximiliano Araújo,Sporting CP,MID,76.0,8.0,,True,26.3,False
2026-06-01,Uruguay,Federico Viñas,Oviedo,FWD,76.0,8.0,,True,27.9,False
2026-06-01,Uruguay,Joaquín Piquerez,Palmeiras,MID,76.0,8.0,,True,27.8,False
2026-06-01,Uruguay,Fernando Muslera,Estudiantes,GK,81.0,3.0,,True,40.0,True
2026-06-01,Uruguay,Santiago Bueno,Wolverhampton Wanderers,DEF,77.0,3.0,,True,27.6,True
2026-06-01,Uruguay,Juan Manuel Sanabria,Real Salt Lake,MID,76.0,8.0,,True,26.2,False
2026-06-01,Uruguay,Rodrigo Zalazar,Braga,MID,76.0,3.0,,True,26.8,False
2026-06-01,Uzbekistan,Utkir Yusupov,Navbahor Namangan,GK,62.0,8.0,,True,35.4,True
2026-06-01,Uzbekistan,Abdukodir Khusanov,Manchester City,DEF,72.0,3.0,,True,22.3,True
2026-06-01,Uzbekistan,Khojiakbar Alijonov,Pakhtakor,DEF,62.0,8.0,,True,29.1,True
2026-06-01,Uzbekistan,Farrukh Sayfiev,Neftchi Fergana,DEF,62.0,8.0,,True,35.4,True
2026-06-01,Uzbekistan,Rustam Ashurmatov,Esteghlal,DEF,62.0,8.0,,True,29.9,True
2026-06-01,Uzbekistan,Akmal Mozgovoy,Pakhtakor,MID,62.0,8.0,,True,27.2,False
2026-06-01,Uzbekistan,Otabek Shukurov,Baniyas,MID,69.0,3.0,,True,29.9,True
2026-06-01,Uzbekistan,Jamshid Iskanderov,Neftchi Fergana,MID,62.0,8.0,,True,32.6,False
2026-06-01,Uzbekistan,Odiljon Hamrobekov,Tractor,MID,62.0,8.0,,True,30.3,True
